senderDFSP,senderName,senderUserNumber,senderAccountId,senderRoleType,senderUUID,receiverDFSP,receiverName,receiverUserNumber,receiverAccountId,receiverRoleType,receiverUUID
dfsp1,cust170603-1-101,PT170603-1-101,70274838,customer,4682bb9c-5079-4cfa-a22e-f677be7190fa,dfsp2,cust170603-1-102,PT170603-1-102,23349037,customer,4c30a2d0-15ba-4a71-bc9e-9af03b4b2d55
dfsp1,cust170603-1-111,PT170603-1-111,94715666,customer,670177b2-57fd-4f2b-a9a3-8c1fd8f3cf69,dfsp2,cust170603-1-112,PT170603-1-112,15810759,customer,c9c8efa8-40b3-4181-9055-41c701545b80
dfsp1,cust170603-1-121,PT170603-1-121,9872073,customer,51364bbf-61fe-4eb6-90ed-52b1ca597021,dfsp2,cust170603-1-122,PT170603-1-122,83735097,customer,477c60a1-423a-4c1a-adc9-e9552ad017d4
dfsp1,cust170603-1-131,PT170603-1-131,93460320,customer,d7d071a4-9828-4e67-8951-9b111acfc7d9,dfsp2,cust170603-1-132,PT170603-1-132,95229898,customer,ca96b791-2f27-4e30-bde1-f7e126f48a24
dfsp1,cust170603-1-141,PT170603-1-141,91889084,customer,d2b90ff2-d61b-4b9b-9526-1cdf259fd2c0,dfsp2,cust170603-1-142,PT170603-1-142,47156880,customer,eee92025-0a1e-4736-8cf2-d1407594bdbe
dfsp1,cust170603-1-151,PT170603-1-151,69583339,customer,238bc8ca-0a5c-4622-89af-0e25a383029f,dfsp2,cust170603-1-152,PT170603-1-152,88190155,customer,56781ec7-456c-4549-870c-580132b4bad1
dfsp1,cust170603-1-161,PT170603-1-161,99502593,customer,3c31cd12-3583-4b72-8481-3d2fa701c869,dfsp2,cust170603-1-162,PT170603-1-162,65885802,customer,30d1bc5e-4cba-4ca9-80a9-141307a30783
dfsp1,cust170603-1-171,PT170603-1-171,28942098,customer,ab0242f5-5ad6-4239-ba54-579f146f4b45,dfsp2,cust170603-1-172,PT170603-1-172,73638051,customer,f547e102-aadf-4ecd-9460-f0d1b0ac9980
dfsp1,cust170603-1-181,PT170603-1-181,92761923,customer,db5ca507-1189-4d6f-8b2d-cf2fbdb3fb44,dfsp2,cust170603-1-182,PT170603-1-182,98753614,customer,3f288a32-93db-4c6d-a3ea-0264294c87ac
dfsp1,cust170603-1-191,PT170603-1-191,9477906,customer,064fa888-0bbf-4428-81b0-1f69ce27cda1,dfsp2,cust170603-1-192,PT170603-1-192,81134484,customer,e8aacf4a-7758-457e-9018-23be2cac055c
dfsp1,cust170603-1-201,PT170603-1-201,73156395,customer,7b2403bf-96b1-402c-a4ef-d19616cd265e,dfsp2,cust170603-1-202,PT170603-1-202,56661298,customer,8e79beae-6019-4f18-aefd-8b1f2bf8a842
dfsp1,cust170603-1-211,PT170603-1-211,84398680,customer,ccdc7d1e-9504-4254-a371-135fc74d60af,dfsp2,cust170603-1-212,PT170603-1-212,19984026,customer,f4167efd-cbe1-44c0-8b9b-445ce9b6e068
dfsp1,cust170603-1-221,PT170603-1-221,26361890,customer,1ba3c0ec-2cef-4cd1-be7c-ae89fb49ffab,dfsp2,cust170603-1-222,PT170603-1-222,98058635,customer,de234384-4500-48c4-9ca8-4d43ffaa4ae9
dfsp1,cust170603-1-231,PT170603-1-231,88349645,customer,c9a95251-0bbf-49e3-a340-323ebfe3b858,dfsp2,cust170603-1-232,PT170603-1-232,44497194,customer,0d8f6985-992a-4a58-8f79-c938c6bb69a0
dfsp1,cust170603-1-241,PT170603-1-241,29551026,customer,180f4818-1669-4226-be09-7a4c24e9ef99,dfsp2,cust170603-1-242,PT170603-1-242,31467253,customer,8142de41-8f6f-49a6-b6da-13b023c4bace
dfsp1,cust170603-1-251,PT170603-1-251,14888305,customer,8d77ce55-b554-4292-aa27-7559b01049b2,dfsp2,cust170603-1-252,PT170603-1-252,75763758,customer,9b76f478-3ccc-4da0-9dd8-40cc47e9220c
dfsp1,cust170603-1-261,PT170603-1-261,65766053,customer,88515968-f7e0-4597-b047-32a5374cb77a,dfsp2,cust170603-1-262,PT170603-1-262,11709402,customer,7c01370b-2132-43c0-987f-ab9e9a81d4ac
dfsp1,cust170603-1-271,PT170603-1-271,62368734,customer,8ac4f617-fb41-4058-b107-53a547bfa5f4,dfsp2,cust170603-1-272,PT170603-1-272,23870591,customer,69f081ed-815b-4e62-ab62-d3a0e8ca904e
dfsp1,cust170603-1-281,PT170603-1-281,89414726,customer,e576486c-027a-40cc-a81d-b686c443a9a6,dfsp2,cust170603-1-282,PT170603-1-282,83134870,customer,4006c960-9e9d-401b-a826-983d5aee2960
dfsp1,cust170603-1-291,PT170603-1-291,13673308,customer,fa6b9301-935f-4a80-9cd1-e9c1fe7d53d4,dfsp2,cust170603-1-292,PT170603-1-292,13541410,customer,b58a07aa-62ac-4e05-b586-6fa5d92dd4e3
dfsp1,cust170603-1-301,PT170603-1-301,91459106,customer,eddec99e-fb93-49c3-b138-71c17f924af2,dfsp2,cust170603-1-302,PT170603-1-302,20489474,customer,506014bc-5556-470c-8d8f-92d58deaa3db
dfsp1,cust170603-1-311,PT170603-1-311,72478956,customer,4729bd85-b391-4789-a03e-c0f76475a8d8,dfsp2,cust170603-1-312,PT170603-1-312,25590511,customer,84fd648c-ae0c-48e0-9ead-4ff40a0a6b1c
dfsp1,cust170603-1-321,PT170603-1-321,36370310,customer,86875c8e-e23e-4085-94be-f9185cc74c0e,dfsp2,cust170603-1-322,PT170603-1-322,59438122,customer,85928bd2-c702-4c5a-b8d5-4f6269009a4c
dfsp1,cust170603-1-331,PT170603-1-331,83545753,customer,5805425f-47ba-463c-b070-8fec56910f46,dfsp2,cust170603-1-332,PT170603-1-332,12022550,customer,9edc0786-ddda-4125-8500-6d0fb28070a6
dfsp1,cust170603-1-341,PT170603-1-341,56930222,customer,f4b50e4a-53e7-4bb3-a77f-30be399c987c,dfsp2,cust170603-1-342,PT170603-1-342,78223727,customer,57bee71d-9bb5-4db1-876c-397d00228b02
dfsp1,cust170603-1-351,PT170603-1-351,19343992,customer,535b46e3-07fa-47e3-b965-5bebd9cbed2a,dfsp2,cust170603-1-352,PT170603-1-352,75734272,customer,cd04c5ca-3d17-4c79-843d-1d678a916800
dfsp1,cust170603-1-361,PT170603-1-361,72555513,customer,bc6e40c8-fa0f-44ce-b0d6-b202012acb20,dfsp2,cust170603-1-362,PT170603-1-362,48929399,customer,9938e7f4-09b5-4ca9-80b0-9c924f467901
dfsp1,cust170603-1-371,PT170603-1-371,38033284,customer,c7464986-1e17-4b30-bbea-2f1f803a4f5d,dfsp2,cust170603-1-372,PT170603-1-372,68045395,customer,f61d9432-d277-4808-af2c-a36ec14e52ab
dfsp1,cust170603-1-381,PT170603-1-381,61687431,customer,b545f6fb-8872-4f20-81d5-4cd376badbf1,dfsp2,cust170603-1-382,PT170603-1-382,96003842,customer,59c80fce-a4bc-4c3c-a651-c6e78ab81374
dfsp1,cust170603-1-391,PT170603-1-391,72353464,customer,70be0dde-f4e0-4247-b41c-7470ed54145c,dfsp2,cust170603-1-392,PT170603-1-392,55157770,customer,44e27624-8f49-47d3-a910-54d807551e4e
dfsp1,cust170603-1-401,PT170603-1-401,26809924,customer,e28d469d-767f-4b1e-9607-993f54c24dbc,dfsp2,cust170603-1-402,PT170603-1-402,81626579,customer,ca9d9fbe-f408-4a39-ad7c-bd7ef7ea4b43
dfsp1,cust170603-1-411,PT170603-1-411,964401,customer,482936b0-8966-42b3-94b1-731e0d6168b9,dfsp2,cust170603-1-412,PT170603-1-412,95424982,customer,99db32d9-21cb-4fef-9994-da03dbb2b965
dfsp1,cust170603-1-421,PT170603-1-421,21594363,customer,eba4ad80-e28a-4192-b3cb-9b3cc0dfd987,dfsp2,cust170603-1-422,PT170603-1-422,1927735,customer,2b0198e3-90e9-44b5-8dfe-4c03f2b2333a
dfsp1,cust170603-1-431,PT170603-1-431,22878700,customer,5395e078-4658-4a0b-ab26-45be038ec2b6,dfsp2,cust170603-1-432,PT170603-1-432,63045761,customer,6f8018a6-1e89-402a-96a0-dbbc886f2dfd
dfsp1,cust170603-1-441,PT170603-1-441,15908246,customer,2be5886f-b467-4098-9531-2c2ae0a48847,dfsp2,cust170603-1-442,PT170603-1-442,90094166,customer,f86f7fad-d0ac-4549-ba90-54d6811fa12b
dfsp1,cust170603-1-451,PT170603-1-451,10729985,customer,0d1bcff2-1624-4ffd-ba76-0cf5e6ffea9e,dfsp2,cust170603-1-452,PT170603-1-452,61789352,customer,cd4cfb7a-adb3-43a8-b1f9-2f235e65c23f
dfsp1,cust170603-1-461,PT170603-1-461,34944037,customer,4511ba4a-77b1-4a1b-8787-53a97e4ddb96,dfsp2,cust170603-1-462,PT170603-1-462,56067349,customer,e1662eaf-48f0-450a-98fe-0458c92843f8
dfsp1,cust170603-1-471,PT170603-1-471,91728172,customer,a0d848b9-be11-4305-bc97-855c6c06720b,dfsp2,cust170603-1-472,PT170603-1-472,82773177,customer,991ecb35-cb0f-4eea-8b12-148b22d2762d
dfsp1,cust170603-1-481,PT170603-1-481,68840654,customer,a497268a-3dd1-42e5-b69a-6d81d9a702e9,dfsp2,cust170603-1-482,PT170603-1-482,17060727,customer,6b90ab49-fcb4-453d-88f8-cbcf4207f296
dfsp1,cust170603-1-491,PT170603-1-491,63683942,customer,fa8db1bc-e4bb-46f6-baeb-681bcd9282eb,dfsp2,cust170603-1-492,PT170603-1-492,89250757,customer,79b595a0-b5e9-4f13-aad5-e8acb150469f
