"senderDFSP","senderName","senderUserNumber","senderAccountId","senderRoleType","senderUUID","receiverDFSP","receiverName","receiverUserNumber","receiverAccountId","receiverRoleType","receiverUUID"
"dfsp2","cust170604-1-112","PT170604-1-112","40981901","customer","eb496783-5bbe-445c-8c1b-e3ce4ab0d9e6","dfsp1","cust170604-1-111","PT170604-1-111","04206232","customer","8120c690-006a-42e2-be4b-ca34e85de3f9"
"dfsp1","cust170604-1-121","PT170604-1-121","95640514","customer","22d37c6c-66d4-43b8-9aa2-a539a440596e","dfsp2","cust170604-1-122","PT170604-1-122","74473733","customer","55500a07-b27f-4026-aaa6-6b738143c4de"
"dfsp2","cust170604-1-122","PT170604-1-122","74473733","customer","ffcf9ae8-b442-4109-bc62-f500650c642a","dfsp1","cust170604-1-121","PT170604-1-121","95640514","customer","8991e696-57f0-41c8-baa5-38f3490490a6"
"dfsp1","cust170604-1-131","PT170604-1-131","00957634","customer","e609474f-c1e2-4c3e-a9b0-8c1dd8bd9ee8","dfsp2","cust170604-1-132","PT170604-1-132","90736748","customer","b1304ad4-6703-4bb3-b293-d6dad2e7faee"
"dfsp2","cust170604-1-132","PT170604-1-132","90736748","customer","db7b4f87-1ab1-4c5b-b826-1acb4b78b327","dfsp1","cust170604-1-131","PT170604-1-131","00957634","customer","ed824990-c8a5-4d05-9c0c-4228ad8ab068"
"dfsp1","cust170604-1-141","PT170604-1-141","69376844","customer","281f987b-97bf-4a7a-b4eb-baf2a726ce7c","dfsp2","cust170604-1-142","PT170604-1-142","96435781","customer","1a6e850c-9928-412c-ae5d-40d3ab4957be"
"dfsp2","cust170604-1-142","PT170604-1-142","96435781","customer","a8e58815-de0f-4408-814a-55e7620ea36f","dfsp1","cust170604-1-141","PT170604-1-141","69376844","customer","b842568a-b894-4599-97c3-3dcaad764854"
"dfsp1","cust170604-1-151","PT170604-1-151","48695426","customer","5ec4243b-2382-4638-8d05-c747ccc61e9e","dfsp2","cust170604-1-152","PT170604-1-152","44602362","customer","f6f044aa-2b38-41cc-9eb8-b42c357431f8"
"dfsp2","cust170604-1-152","PT170604-1-152","44602362","customer","ebda9fa7-f7c1-43ad-8ca5-19d72b484095","dfsp1","cust170604-1-151","PT170604-1-151","48695426","customer","25fff6e1-f855-4fc1-8ef5-6ef38c77042c"
"dfsp1","cust170604-1-161","PT170604-1-161","18926551","customer","0bbd33e7-3b45-4576-abbc-20098b9ef3ef","dfsp2","cust170604-1-162","PT170604-1-162","64050834","customer","068f068a-c2cf-43bd-ad91-473251093983"
"dfsp2","cust170604-1-162","PT170604-1-162","64050834","customer","95bee74f-e14c-4a3c-b06c-230f28515ecf","dfsp1","cust170604-1-161","PT170604-1-161","18926551","customer","bd10a74d-dcd8-4e9a-a50e-8872f2359510"
"dfsp1","cust170604-1-171","PT170604-1-171","85727973","customer","e9d24986-db5b-4b85-8a9d-2d6dddba0dd3","dfsp2","cust170604-1-172","PT170604-1-172","52823899","customer","b9c6ede1-15f2-421d-bf4e-d687b07546fd"
"dfsp2","cust170604-1-172","PT170604-1-172","52823899","customer","c2076dd6-2e61-4320-b0da-d6d4a38c08cc","dfsp1","cust170604-1-171","PT170604-1-171","85727973","customer","7ee1d36a-2364-444b-be3e-acb36c27951e"
"dfsp1","cust170604-1-181","PT170604-1-181","15777009","customer","5f70a454-b486-4250-8374-3c7f44fa4794","dfsp2","cust170604-1-182","PT170604-1-182","20696665","customer","87f06199-4832-4be6-b504-f1ea24e7852a"
"dfsp2","cust170604-1-182","PT170604-1-182","20696665","customer","7a1624b2-c986-45d6-b4f8-86a1d461d1c5","dfsp1","cust170604-1-181","PT170604-1-181","15777009","customer","a0dada8e-f000-4543-a3b8-15ad07d0f400"
"dfsp1","cust170604-1-191","PT170604-1-191","42900695","customer","8c93b98f-7182-4a8c-91f5-a9b10cb620f6","dfsp2","cust170604-1-192","PT170604-1-192","89317312","customer","e6e4a6a7-73b8-4292-9975-21be55c7430b"
"dfsp2","cust170604-1-192","PT170604-1-192","89317312","customer","23c30a95-521d-4498-a090-6613c5eae79a","dfsp1","cust170604-1-191","PT170604-1-191","42900695","customer","147e5ba9-47c4-449b-8a8c-5e612e327323"
"dfsp1","cust170604-1-201","PT170604-1-201","77421802","customer","c328d116-050b-4276-9e7b-23e082e75d1a","dfsp2","cust170604-1-202","PT170604-1-202","39985553","customer","a92be577-3c93-4914-a918-3a75ee20990d"
"dfsp2","cust170604-1-202","PT170604-1-202","39985553","customer","5393ef66-2a6f-4e2d-aa58-8bdbebc12376","dfsp1","cust170604-1-201","PT170604-1-201","77421802","customer","6d4ee4ad-db64-4def-aae0-a2c7c01e76bb"
"dfsp1","cust170604-1-211","PT170604-1-211","59443035","customer","9c75db86-0bd5-4314-8239-cf43920899b4","dfsp2","cust170604-1-212","PT170604-1-212","70192419","customer","c38d48b1-2840-4388-8c42-daf5eb95a556"
"dfsp2","cust170604-1-212","PT170604-1-212","70192419","customer","e84f429c-2975-4bc2-b49d-b2d54bc8c60c","dfsp1","cust170604-1-211","PT170604-1-211","59443035","customer","fbf41bad-3b72-48ac-9102-bac0c6bcbcca"
"dfsp1","cust170604-1-221","PT170604-1-221","27785118","customer","38d6c7ca-be84-45b7-9485-dab5da74bf3a","dfsp2","cust170604-1-222","PT170604-1-222","65109141","customer","0b9c1a75-6f60-482d-9d91-cd89e08f2038"
"dfsp2","cust170604-1-222","PT170604-1-222","65109141","customer","58d2c12b-0704-4cc9-9ec7-4a3a92e46b25","dfsp1","cust170604-1-221","PT170604-1-221","27785118","customer","daaf15bb-c5e6-4ffe-b116-d8b6a3595599"
"dfsp1","cust170604-1-231","PT170604-1-231","86977110","customer","57c1a55c-5387-4b70-8d4d-acaad0cabaa9","dfsp2","cust170604-1-232","PT170604-1-232","42451371","customer","e1ef4c12-ab79-4397-8308-31d3ad740c01"
"dfsp2","cust170604-1-232","PT170604-1-232","42451371","customer","639e888f-3026-48f7-bcad-b9df70e93f1c","dfsp1","cust170604-1-231","PT170604-1-231","86977110","customer","0c74b4eb-4c44-456f-93cf-941bec1f3f72"
"dfsp1","cust170604-1-241","PT170604-1-241","38281782","customer","90f67e11-44b7-4a81-899f-219c14edf530","dfsp2","cust170604-1-242","PT170604-1-242","25705304","customer","7ffd5509-8761-44d3-ab1c-7f6b2613311e"
"dfsp2","cust170604-1-242","PT170604-1-242","25705304","customer","c6ddee3f-3ce8-4cd1-a0c6-cea6d4f0632d","dfsp1","cust170604-1-241","PT170604-1-241","38281782","customer","b3cc4c75-4aa2-4f07-ac49-0afe4c6109fd"
"dfsp1","cust170604-1-251","PT170604-1-251","35795290","customer","9b8af354-12f2-4ba5-b00d-d4e878472a24","dfsp2","cust170604-1-252","PT170604-1-252","10109729","customer","0b6292b6-7613-4245-96f1-209bf28c12a6"
"dfsp2","cust170604-1-252","PT170604-1-252","10109729","customer","b5502f81-5049-424f-a302-1249cab94230","dfsp1","cust170604-1-251","PT170604-1-251","35795290","customer","7f11fd29-22b7-41a8-a865-7f044d899bf8"
"dfsp1","cust170604-1-261","PT170604-1-261","32207915","customer","bcc67e27-8203-4995-91d7-7eecb22e8eaf","dfsp2","cust170604-1-262","PT170604-1-262","48259884","customer","9ebb6c7f-1c02-405b-8215-c9f5833f6b6b"
"dfsp2","cust170604-1-262","PT170604-1-262","48259884","customer","77f34c38-38aa-445f-997e-f1c78c6a2b9c","dfsp1","cust170604-1-261","PT170604-1-261","32207915","customer","33f8c532-90be-43ce-ae94-48625b657b93"
"dfsp1","cust170604-1-271","PT170604-1-271","91518164","customer","a3abc783-48b9-446d-80fe-e8387cc756d6","dfsp2","cust170604-1-272","PT170604-1-272","67632426","customer","0fcd4845-cc1c-4bbf-a3ca-5adb42c79784"
"dfsp2","cust170604-1-272","PT170604-1-272","67632426","customer","60bf1f8d-ff5c-47d2-83ab-742fd564f38a","dfsp1","cust170604-1-271","PT170604-1-271","91518164","customer","1e74f874-a8fb-43d5-8ddb-34f518f96542"
"dfsp1","cust170604-1-281","PT170604-1-281","55461785","customer","77aff61f-a58d-40fb-be0f-052d4422e2fa","dfsp2","cust170604-1-282","PT170604-1-282","19996421","customer","b5ce8b50-5b57-4b4c-980f-1fc03808cf01"
"dfsp2","cust170604-1-282","PT170604-1-282","19996421","customer","bca9d654-924b-47ac-8685-0139d702296f","dfsp1","cust170604-1-281","PT170604-1-281","55461785","customer","cb81eea5-2ae7-4394-972c-38f2e588dfec"
"dfsp1","cust170604-1-291","PT170604-1-291","03382230","customer","a8a750b2-01b2-4720-9984-0b0c7ed358a6","dfsp2","cust170604-1-292","PT170604-1-292","12177777","customer","d7caf0ad-93d6-4edc-8ae9-60a1d1049baf"
"dfsp2","cust170604-1-292","PT170604-1-292","12177777","customer","d19aa186-3111-4ddf-b457-8711587c003f","dfsp1","cust170604-1-291","PT170604-1-291","03382230","customer","52099117-b930-4951-bf1f-e097906a329d"
"dfsp1","cust170604-1-301","PT170604-1-301","23477047","customer","fa5f5a73-b9a2-4c55-a2be-3b0be4720fef","dfsp2","cust170604-1-302","PT170604-1-302","94127935","customer","9d180342-363d-4fd7-9862-5c5596506a03"
"dfsp2","cust170604-1-302","PT170604-1-302","94127935","customer","2f51b24a-3d9d-404c-9592-54e3d27dde5f","dfsp1","cust170604-1-301","PT170604-1-301","23477047","customer","074bb8d7-33d6-4f1e-841f-8b87c594db14"
"dfsp1","cust170604-1-311","PT170604-1-311","17811800","customer","9b632f35-2eb5-4d97-973a-d60c129d0218","dfsp2","cust170604-1-312","PT170604-1-312","76352094","customer","372f8757-27e7-4cd8-b08a-ef7e50663951"
"dfsp2","cust170604-1-312","PT170604-1-312","76352094","customer","870db9ad-6c55-4f82-ba5c-a6bd88e18bb1","dfsp1","cust170604-1-311","PT170604-1-311","17811800","customer","cc208922-b1c0-4f0a-ba30-c7add5ee397f"
"dfsp1","cust170604-1-321","PT170604-1-321","26992020","customer","3b23a782-dc6f-448a-98cc-31573365f736","dfsp2","cust170604-1-322","PT170604-1-322","56664635","customer","17510fcd-a321-4098-b518-dd3803f107a4"
"dfsp2","cust170604-1-322","PT170604-1-322","56664635","customer","69a9d197-b836-48f7-a739-db9e6c70cc55","dfsp1","cust170604-1-321","PT170604-1-321","26992020","customer","5518c0c2-532e-4d6a-92c6-187e54aeb1ae"
"dfsp1","cust170604-1-331","PT170604-1-331","59350562","customer","75d838e6-c8d7-40b4-88e1-71df0134e1ca","dfsp2","cust170604-1-332","PT170604-1-332","83870948","customer","fbff584c-8e17-42a8-a6e1-94775b4428c1"
"dfsp2","cust170604-1-332","PT170604-1-332","83870948","customer","f3a5a5cb-5b1e-4f4e-ab0e-50df912bca90","dfsp1","cust170604-1-331","PT170604-1-331","59350562","customer","d7d64ed1-56be-4cbf-b48d-3d7b550644ba"
"dfsp1","cust170604-1-341","PT170604-1-341","96551844","customer","d8f40c6f-945e-4516-89c3-7cf795d3a079","dfsp2","cust170604-1-342","PT170604-1-342","00831175","customer","9545f47c-d167-4d2a-b793-94b4d9dadb6b"
"dfsp2","cust170604-1-342","PT170604-1-342","00831175","customer","68d6b638-c521-4d1c-a016-c0f50702ef9f","dfsp1","cust170604-1-341","PT170604-1-341","96551844","customer","4cbe9350-a886-4aef-83ee-a9a05b74eca5"
"dfsp1","cust170604-1-351","PT170604-1-351","29806721","customer","a0e3c7a9-704e-4c6f-a2cf-4e2e217bd0fe","dfsp2","cust170604-1-352","PT170604-1-352","41539706","customer","ce61b912-ff32-4b15-bbcb-180b14d1202e"
"dfsp2","cust170604-1-352","PT170604-1-352","41539706","customer","136b28ae-0a49-4c54-bd72-c0f1a7de5e85","dfsp1","cust170604-1-351","PT170604-1-351","29806721","customer","34078add-d80a-4286-ac39-3f5dc133ec98"
"dfsp1","cust170604-1-361","PT170604-1-361","28775215","customer","56dcaeb3-f188-4454-bf4f-fc59e5d62c75","dfsp2","cust170604-1-362","PT170604-1-362","13371793","customer","5fda374b-ad06-4b22-805c-03fa431caf5d"
"dfsp2","cust170604-1-362","PT170604-1-362","13371793","customer","f6c2bf79-7cd4-45c5-a3e7-832eb7168eb0","dfsp1","cust170604-1-361","PT170604-1-361","28775215","customer","1c0e58ce-bae2-4999-8c80-69fb4644151a"
"dfsp1","cust170604-1-371","PT170604-1-371","57870495","customer","f0b9dbd5-450f-4746-a443-85c4577118cb","dfsp2","cust170604-1-372","PT170604-1-372","98835976","customer","ce92333c-6738-4ccf-bad0-4a9037067a54"
"dfsp2","cust170604-1-372","PT170604-1-372","98835976","customer","5197fbfb-b465-49fb-b3f1-b26813d3bbcb","dfsp1","cust170604-1-371","PT170604-1-371","57870495","customer","fd2eb619-2a16-4aec-9fe4-3507541a9fae"
"dfsp1","cust170604-1-381","PT170604-1-381","71389832","customer","dce11187-b684-4179-9998-a11b0a0e1673","dfsp2","cust170604-1-382","PT170604-1-382","04016093","customer","1a811242-424b-48fc-9502-7d2bd9014694"
"dfsp2","cust170604-1-382","PT170604-1-382","04016093","customer","5051be8e-0f5b-4c52-b47c-dcf37f781c4a","dfsp1","cust170604-1-381","PT170604-1-381","71389832","customer","4e39870a-515c-4989-925f-241b85aee338"
"dfsp1","cust170604-1-391","PT170604-1-391","57107133","customer","eafe88c7-2f54-4735-a2ad-b475b3ca2380","dfsp2","cust170604-1-392","PT170604-1-392","72429030","customer","910372f2-478d-44d3-9391-7ca2eddd9d99"
"dfsp2","cust170604-1-392","PT170604-1-392","72429030","customer","23a915e3-e27e-494d-acb3-ef2858625497","dfsp1","cust170604-1-391","PT170604-1-391","57107133","customer","490381fd-3def-4390-9546-3db8ce9c1e8a"
"dfsp1","cust170604-1-401","PT170604-1-401","54519139","customer","17e2c4df-8173-422b-84e9-599e6a69943e","dfsp2","cust170604-1-402","PT170604-1-402","69324494","customer","5b2a2a77-59a7-44a6-8164-84a8763c75a7"
"dfsp2","cust170604-1-402","PT170604-1-402","69324494","customer","e0694a81-4841-46ac-ba5c-a369a07ce0ad","dfsp1","cust170604-1-401","PT170604-1-401","54519139","customer","dab2d34c-a747-48dc-be79-ef32d97ba055"
"dfsp1","cust170604-1-411","PT170604-1-411","47669997","customer","c75f3dc9-63ab-4aae-be5a-f66ef9c66f8f","dfsp2","cust170604-1-412","PT170604-1-412","97252151","customer","b6128e9a-f46c-45dc-bf2d-7ce7660d8167"
"dfsp2","cust170604-1-412","PT170604-1-412","97252151","customer","b7608c11-5e6e-4aa0-9258-cc71b72d2008","dfsp1","cust170604-1-411","PT170604-1-411","47669997","customer","44576b02-5bb5-4f28-b3f1-b02ade056f55"
"dfsp1","cust170604-1-421","PT170604-1-421","45203065","customer","d86f7a37-19fc-4da4-938a-cfe3725d6cbb","dfsp2","cust170604-1-422","PT170604-1-422","63606511","customer","ece634af-d398-4eff-b7b5-312e6df4cf7a"
"dfsp2","cust170604-1-422","PT170604-1-422","63606511","customer","3b71ff52-a061-4aae-9768-e6e637f94f47","dfsp1","cust170604-1-421","PT170604-1-421","45203065","customer","ba45f3d4-e0dd-4397-bf09-36cb3c65baf9"
"dfsp1","cust170604-1-431","PT170604-1-431","07833233","customer","ada90528-bfed-435b-a4f0-aa24c34e1250","dfsp2","cust170604-1-432","PT170604-1-432","11652495","customer","90a7590c-2c18-41bf-a593-baf89f0566a1"
"dfsp2","cust170604-1-432","PT170604-1-432","11652495","customer","6d927a25-0cde-4e1a-bf6e-8410cb115ec2","dfsp1","cust170604-1-431","PT170604-1-431","07833233","customer","addcfbf2-80e0-4ad9-b634-5fd996c9446e"
"dfsp1","cust170604-1-441","PT170604-1-441","92973252","customer","7b49c144-87e7-4b91-963c-5f62a18e0aad","dfsp2","cust170604-1-442","PT170604-1-442","08857288","customer","15a82de9-164c-47d1-bbbc-c786b0237511"
"dfsp2","cust170604-1-442","PT170604-1-442","08857288","customer","d362041b-0628-4ab0-beba-365933df5439","dfsp1","cust170604-1-441","PT170604-1-441","92973252","customer","65528efe-bd39-42a0-adb6-cac66f6b3459"
"dfsp1","cust170604-1-451","PT170604-1-451","71217829","customer","a89f33dd-c77a-43a2-9397-4f54e70fb59a","dfsp2","cust170604-1-452","PT170604-1-452","98963553","customer","a2fccfe1-1cfe-4fd3-89e8-0aba97967d86"
"dfsp2","cust170604-1-452","PT170604-1-452","98963553","customer","1064aa23-0ddc-4fc3-a4ea-88a7ec44e2a3","dfsp1","cust170604-1-451","PT170604-1-451","71217829","customer","e214006c-1643-4fb1-ba59-9f681026341a"
"dfsp1","cust170604-1-461","PT170604-1-461","15843186","customer","31b5aa1d-535a-455a-a021-fb2d5f90da80","dfsp2","cust170604-1-462","PT170604-1-462","26983683","customer","2b7a6021-9f5d-484d-a0d9-a79b392b19df"
"dfsp2","cust170604-1-462","PT170604-1-462","26983683","customer","3b04483a-b4d1-4900-a166-b6433ec84953","dfsp1","cust170604-1-461","PT170604-1-461","15843186","customer","b5c5c0c8-f128-4ac3-a158-8cb81f0f8a3d"
"dfsp1","cust170604-1-471","PT170604-1-471","37463180","customer","629bc7d3-4837-492b-9191-3781b03402f1","dfsp2","cust170604-1-472","PT170604-1-472","77258086","customer","94efb690-0b62-4018-91f5-4beb9e987e0d"
"dfsp2","cust170604-1-472","PT170604-1-472","77258086","customer","6133955b-0972-4494-ad2a-4e9f4ac677ee","dfsp1","cust170604-1-471","PT170604-1-471","37463180","customer","ef5c9e39-6511-4116-830e-c7ce2b195155"
"dfsp1","cust170604-1-481","PT170604-1-481","41330840","customer","6f11fc0a-54e2-4197-b644-c5dd022cd973","dfsp2","cust170604-1-482","PT170604-1-482","13169987","customer","7bf4f2f0-692c-4c77-8834-280a9314e133"
"dfsp2","cust170604-1-482","PT170604-1-482","13169987","customer","be8795eb-2a62-4615-a10c-5fe18f691f80","dfsp1","cust170604-1-481","PT170604-1-481","41330840","customer","8b89d0e5-79ca-4119-a45c-34d83d23ad57"
"dfsp1","cust170604-1-491","PT170604-1-491","70819169","customer","950f9b21-a9aa-4894-b6a6-ed8df3dc8482","dfsp2","cust170604-1-492","PT170604-1-492","43868907","customer","4ef8f333-b521-4488-a006-b4553a63f73b"
"dfsp2","cust170604-1-492","PT170604-1-492","43868907","customer","a537aa51-1357-4700-aa2d-7e81a20e0a81","dfsp1","cust170604-1-491","PT170604-1-491","70819169","customer","23549725-027f-4a64-8367-f395bc433294"
