"senderDFSP","senderName","senderUserNumber","senderAccountId","senderRoleType","senderUUID","receiverDFSP","receiverName","receiverUserNumber","receiverAccountId","receiverRoleType","receiverUUID"
"dfsp1","cust170622-2-7-1","PT-cust170622-2-7-1","43515727","customer","e1055f9c-fd7a-415f-b301-640598d5ecf8","dfsp2","cust170622-2-7-2","PT-cust170622-2-7-2","46176594","customer","ebadf455-41ec-4589-822f-b983ee497e20"
"dfsp2","cust170622-2-7-2","PT-cust170622-2-7-2","46176594","customer","a7de8b45-fd90-4dea-bedb-5572765e9f30","dfsp1","cust170622-2-7-1","PT-cust170622-2-7-1","43515727","customer","8b0031a6-8dcc-4b9e-956d-4636df77f918"
"dfsp1","cust170622-2-8-1","PT-cust170622-2-8-1","23969848","customer","a3925d6a-d3b1-464f-95ed-869118b95330","dfsp2","cust170622-2-8-2","PT-cust170622-2-8-2","54672179","customer","b5a4524d-5acb-44ec-ba70-089931829a13"
"dfsp2","cust170622-2-8-2","PT-cust170622-2-8-2","54672179","customer","e61f6800-97b5-4d33-bdaf-cfeba107f316","dfsp1","cust170622-2-8-1","PT-cust170622-2-8-1","23969848","customer","99019a6a-cd44-4164-89b6-38523f6a10f7"
"dfsp1","cust170622-2-9-1","PT-cust170622-2-9-1","37149358","customer","69e80513-32f1-4f3f-a7e9-cf4c35087e9a","dfsp2","cust170622-2-9-2","PT-cust170622-2-9-2","54545420","customer","3476a07d-94b0-4860-a422-381a548edd70"
"dfsp2","cust170622-2-9-2","PT-cust170622-2-9-2","54545420","customer","89ff0612-a719-4ad9-be6f-a5f5b3c97726","dfsp1","cust170622-2-9-1","PT-cust170622-2-9-1","37149358","customer","f00ecaf5-df8e-4de8-9c85-d80a9499a6f0"
"dfsp1","cust170622-2-10-1","PT-cust170622-2-10-1","56891974","customer","28962491-16c0-4d58-ac5d-3c7102434994","dfsp2","cust170622-2-10-2","PT-cust170622-2-10-2","54651195","customer","18dca71a-43c2-490f-8e9d-76a336b361e2"
"dfsp2","cust170622-2-10-2","PT-cust170622-2-10-2","54651195","customer","2cba70b5-139e-4c29-97a7-b33ea00ff6c6","dfsp1","cust170622-2-10-1","PT-cust170622-2-10-1","56891974","customer","6e663477-d170-45e8-8256-7e76b62e9977"
"dfsp1","cust170622-2-11-1","PT-cust170622-2-11-1","78905718","customer","3107cbeb-46b9-40e3-805b-440a48fb5d48","dfsp2","cust170622-2-11-2","PT-cust170622-2-11-2","39127933","customer","d0e6ae88-faa9-4f5c-b793-94d5ab57fa15"
"dfsp2","cust170622-2-11-2","PT-cust170622-2-11-2","39127933","customer","92365449-eb99-4fed-8faf-d6534132ab52","dfsp1","cust170622-2-11-1","PT-cust170622-2-11-1","78905718","customer","d30597ba-cec9-429c-9a80-895f1bac3b03"
"dfsp1","cust170622-2-12-1","PT-cust170622-2-12-1","11147481","customer","3622377d-30ea-43d6-a679-7e9a0fb565f5","dfsp2","cust170622-2-12-2","PT-cust170622-2-12-2","74131710","customer","67192880-9114-46df-a1f0-01a82db873bc"
"dfsp2","cust170622-2-12-2","PT-cust170622-2-12-2","74131710","customer","489a0bcf-768a-4142-b49e-5fb7e054e3ed","dfsp1","cust170622-2-12-1","PT-cust170622-2-12-1","11147481","customer","6b6de861-2df3-4cd6-8529-da8298b1dc1c"
"dfsp1","cust170622-2-13-1","PT-cust170622-2-13-1","30955433","customer","825818b1-fffc-434f-9b55-495b5d9aaa12","dfsp2","cust170622-2-13-2","PT-cust170622-2-13-2","03574560","customer","ff881fdb-6cb0-4ad4-9acc-b7e72034b2a2"
"dfsp2","cust170622-2-13-2","PT-cust170622-2-13-2","03574560","customer","037d00b8-06e1-4157-a91e-d2cfe012a4b4","dfsp1","cust170622-2-13-1","PT-cust170622-2-13-1","30955433","customer","b4d858a2-80b8-4561-9dfc-98305d59ab5b"
"dfsp1","cust170622-2-14-1","PT-cust170622-2-14-1","79138113","customer","9eaad052-9692-4b92-9a61-86f33e5c3200","dfsp2","cust170622-2-14-2","PT-cust170622-2-14-2","62897793","customer","0b953228-3143-4c43-87c4-b1957236de1e"
"dfsp2","cust170622-2-14-2","PT-cust170622-2-14-2","62897793","customer","34220b42-84c8-459f-ac08-2ab13cb3a032","dfsp1","cust170622-2-14-1","PT-cust170622-2-14-1","79138113","customer","6e5fc30e-ab78-4645-b473-bf4b03e48d4c"
"dfsp1","cust170622-2-15-1","PT-cust170622-2-15-1","73955407","customer","fa09e26c-ee29-405a-87a1-ea4037d891d2","dfsp2","cust170622-2-15-2","PT-cust170622-2-15-2","65134388","customer","2d903a57-c96d-4fe9-b22c-7d1a2ec67577"
"dfsp2","cust170622-2-15-2","PT-cust170622-2-15-2","65134388","customer","599a229f-be14-4634-8fca-ccf1bbf81178","dfsp1","cust170622-2-15-1","PT-cust170622-2-15-1","73955407","customer","a3bfd93a-2252-46d7-a405-178b1a07c407"
"dfsp1","cust170622-2-16-1","PT-cust170622-2-16-1","08992452","customer","4d0e7428-a390-43e2-a4d8-d28f3b6e9723","dfsp2","cust170622-2-16-2","PT-cust170622-2-16-2","01777737","customer","07c564dc-5795-4f41-aeac-0d96bfcc495f"
"dfsp2","cust170622-2-16-2","PT-cust170622-2-16-2","01777737","customer","f446f626-bdb5-4814-a5cd-6df70678c25e","dfsp1","cust170622-2-16-1","PT-cust170622-2-16-1","08992452","customer","54a56ded-d365-4a2c-8d54-be0dd6841694"
"dfsp1","cust170622-2-17-1","PT-cust170622-2-17-1","02676275","customer","b5d6d549-5104-4dd1-b431-c73358879cdd","dfsp2","cust170622-2-17-2","PT-cust170622-2-17-2","23088797","customer","bfaf8395-3ba2-4063-880f-3aeb18d584c2"
"dfsp2","cust170622-2-17-2","PT-cust170622-2-17-2","23088797","customer","6a6d4d0a-c73a-44f9-a443-ecc77f16730b","dfsp1","cust170622-2-17-1","PT-cust170622-2-17-1","02676275","customer","6c44ed26-5240-4f95-8c39-f3fc73cb8f7e"
"dfsp1","cust170622-2-18-1","PT-cust170622-2-18-1","35962566","customer","66215fb0-9b74-4aca-9a68-128aa93fc04e","dfsp2","cust170622-2-18-2","PT-cust170622-2-18-2","21444776","customer","f66c733d-fdbe-4fa2-9b36-a9c7e50f3a24"
"dfsp2","cust170622-2-18-2","PT-cust170622-2-18-2","21444776","customer","ed6f493a-d963-4b10-b4d7-a75945e33f81","dfsp1","cust170622-2-18-1","PT-cust170622-2-18-1","35962566","customer","43920cab-3067-4c27-a41b-589c041b5607"
"dfsp1","cust170622-2-19-1","PT-cust170622-2-19-1","02463018","customer","c222ab4f-3594-49b1-b775-092c55b41cde","dfsp2","cust170622-2-19-2","PT-cust170622-2-19-2","79423086","customer","96ed123f-7965-4741-b95a-2d188855875c"
"dfsp2","cust170622-2-19-2","PT-cust170622-2-19-2","79423086","customer","64a2bb19-e201-44f9-9e79-935531bf7a32","dfsp1","cust170622-2-19-1","PT-cust170622-2-19-1","02463018","customer","ce4336f8-c425-4b8f-b240-7fe12828e9ec"
"dfsp1","cust170622-2-20-1","PT-cust170622-2-20-1","44956462","customer","683ea82e-2709-418b-8521-0e9cf19bc68f","dfsp2","cust170622-2-20-2","PT-cust170622-2-20-2","22696617","customer","618ad0e5-7a24-4535-a75f-7a466385daa0"
"dfsp2","cust170622-2-20-2","PT-cust170622-2-20-2","22696617","customer","16da1b82-0938-4d9b-835d-4695077a2783","dfsp1","cust170622-2-20-1","PT-cust170622-2-20-1","44956462","customer","bbaecc11-8d4f-4a57-b939-5d5e88d2b48d"
"dfsp1","cust170622-2-21-1","PT-cust170622-2-21-1","56953365","customer","37c9286b-5580-4247-8495-80eebe8774e1","dfsp2","cust170622-2-21-2","PT-cust170622-2-21-2","47757822","customer","a5bfa16c-279d-441c-a535-b4a5313b2a5c"
"dfsp2","cust170622-2-21-2","PT-cust170622-2-21-2","47757822","customer","3fb6e460-b9be-444d-8685-e89b7a0a745c","dfsp1","cust170622-2-21-1","PT-cust170622-2-21-1","56953365","customer","8d7d3907-e356-43d8-ae46-836d09cd37df"
"dfsp1","cust170622-2-22-1","PT-cust170622-2-22-1","04529250","customer","ee30678a-974d-4e2b-a1c8-565fc1dde229","dfsp2","cust170622-2-22-2","PT-cust170622-2-22-2","21166107","customer","3fd80782-fb54-4559-80be-fc2f8c856814"
"dfsp2","cust170622-2-22-2","PT-cust170622-2-22-2","21166107","customer","9d733e11-470f-4b4a-80e8-63b357e3323d","dfsp1","cust170622-2-22-1","PT-cust170622-2-22-1","04529250","customer","937d02ca-2819-4d34-bd9e-65e97276ca66"
"dfsp1","cust170622-2-23-1","PT-cust170622-2-23-1","01037130","customer","6380a321-5ab5-46b5-bc6d-f2225ca718c1","dfsp2","cust170622-2-23-2","PT-cust170622-2-23-2","24898707","customer","ce97b954-0347-4a60-b8a7-861a0b7a9839"
"dfsp2","cust170622-2-23-2","PT-cust170622-2-23-2","24898707","customer","14c2bd81-9419-47f8-983e-bbf87fcdc989","dfsp1","cust170622-2-23-1","PT-cust170622-2-23-1","01037130","customer","1306b2c4-8e65-4854-96bf-4bb3e90c97e6"
"dfsp1","cust170622-2-24-1","PT-cust170622-2-24-1","97679070","customer","d79f04de-202d-4cf9-a28d-21670c8d551d","dfsp2","cust170622-2-24-2","PT-cust170622-2-24-2","53084253","customer","f780ce99-e389-4e12-b90c-0041345357d3"
"dfsp2","cust170622-2-24-2","PT-cust170622-2-24-2","53084253","customer","67b1c672-131e-4c38-b597-797f99ad54b2","dfsp1","cust170622-2-24-1","PT-cust170622-2-24-1","97679070","customer","eaa89607-7988-444f-a0c5-aedbb145434f"
"dfsp1","cust170622-2-25-1","PT-cust170622-2-25-1","77970377","customer","64bef3d7-a54e-4034-9873-57422ca2b4e7","dfsp2","cust170622-2-25-2","PT-cust170622-2-25-2","34236576","customer","7e5117b7-8917-4952-94e7-9b0931667011"
"dfsp2","cust170622-2-25-2","PT-cust170622-2-25-2","34236576","customer","e5f84df3-8026-4787-a725-b269de737b99","dfsp1","cust170622-2-25-1","PT-cust170622-2-25-1","77970377","customer","a5716c4a-3f3d-42a4-943c-577c082ea3fe"
