"senderDFSP","senderName","senderUserNumber","senderAccountId","senderRoleType","senderUUID","receiverDFSP","receiverName","receiverUserNumber","receiverAccountId","receiverRoleType","receiverUUID"
"dfsp1","cust170629-2-9-1","PT-cust170629-2-9-1","39635708","customer","b4f66b86-e486-4836-821d-175600d86c36","dfsp2","cust170629-2-9-2","PT-cust170629-2-9-2","49365481","customer","60af0b7f-bcac-43aa-85e8-0358f8df27a1"
"dfsp2","cust170629-2-9-2","PT-cust170629-2-9-2","49365481","customer","1098cfea-0a7e-43fa-8e19-674978dab08b","dfsp1","cust170629-2-9-1","PT-cust170629-2-9-1","39635708","customer","fa08751f-7e28-4633-8cd0-912b0d2b5d21"
"dfsp1","cust170629-2-10-1","PT-cust170629-2-10-1","17518653","customer","56d97228-766a-424a-a699-c74f7090b7d7","dfsp2","cust170629-2-10-2","PT-cust170629-2-10-2","09951645","customer","f26a3e3d-deee-4428-8956-cadce4e2d6af"
"dfsp2","cust170629-2-10-2","PT-cust170629-2-10-2","09951645","customer","2229e610-5c17-4716-87bf-221bb763740c","dfsp1","cust170629-2-10-1","PT-cust170629-2-10-1","17518653","customer","890bc3f3-6611-4cf9-921a-4989e789c821"
"dfsp1","cust170629-2-11-1","PT-cust170629-2-11-1","33102658","customer","98cc35d0-ba5f-4469-acd3-2f14d1b12db4","dfsp2","cust170629-2-11-2","PT-cust170629-2-11-2","43727247","customer","d4f6ac48-e7c1-4df8-be9e-5b1322328cb8"
"dfsp2","cust170629-2-11-2","PT-cust170629-2-11-2","43727247","customer","6e2c242a-59cf-42a1-9741-30d13da75c48","dfsp1","cust170629-2-11-1","PT-cust170629-2-11-1","33102658","customer","8764a1d1-6fba-405d-b9c7-7b7e09a8eb4a"
"dfsp1","cust170629-2-12-1","PT-cust170629-2-12-1","48643103","customer","209e82f8-782f-4847-8a75-0352885efae3","dfsp2","cust170629-2-12-2","PT-cust170629-2-12-2","48672856","customer","c6723bbf-de68-4227-89a2-2b864a1cf6dd"
"dfsp2","cust170629-2-12-2","PT-cust170629-2-12-2","48672856","customer","4dcb4ff7-6bbe-49b4-8b0c-5c8129406fdd","dfsp1","cust170629-2-12-1","PT-cust170629-2-12-1","48643103","customer","9e58166a-051a-47ea-bf60-4f647bb2a653"
"dfsp1","cust170629-2-13-1","PT-cust170629-2-13-1","59751710","customer","265ed297-1e39-4d3a-8a76-0bf857d0ad81","dfsp2","cust170629-2-13-2","PT-cust170629-2-13-2","91455048","customer","383b4cde-f2e5-4de4-9360-e5fc24c6b58d"
"dfsp2","cust170629-2-13-2","PT-cust170629-2-13-2","91455048","customer","7a9bbcbd-e80d-40e5-b4ee-8de259f87f01","dfsp1","cust170629-2-13-1","PT-cust170629-2-13-1","59751710","customer","eaac0063-75c2-4367-9c02-115b8aa95b45"
"dfsp1","cust170629-2-14-1","PT-cust170629-2-14-1","33841940","customer","fe41ed5f-c616-44ee-a19c-244ddc3db9cf","dfsp2","cust170629-2-14-2","PT-cust170629-2-14-2","73665041","customer","5aaf6168-23f0-4795-abe5-daf6dad77f02"
"dfsp2","cust170629-2-14-2","PT-cust170629-2-14-2","73665041","customer","18b5a0e5-3172-487b-9736-06fdeace5a1c","dfsp1","cust170629-2-14-1","PT-cust170629-2-14-1","33841940","customer","30bb060d-f213-463b-804d-70e3451a04c7"
"dfsp1","cust170629-2-15-1","PT-cust170629-2-15-1","60372630","customer","355fdbee-8156-4450-9be3-13cd3285f555","dfsp2","cust170629-2-15-2","PT-cust170629-2-15-2","29285391","customer","54865c93-b163-4ae2-8b21-5d233c19b81a"
"dfsp2","cust170629-2-15-2","PT-cust170629-2-15-2","29285391","customer","e011981f-865e-4069-8b09-83e14f527a20","dfsp1","cust170629-2-15-1","PT-cust170629-2-15-1","60372630","customer","5b4fe3e5-d7d7-4d93-86fb-a65e3147b10b"
"dfsp1","cust170629-2-16-1","PT-cust170629-2-16-1","70916507","customer","80deffe6-13cb-4c6a-9456-310f2875a568","dfsp2","cust170629-2-16-2","PT-cust170629-2-16-2","73100105","customer","d2145768-8400-4708-b9e9-bfaa2ecefb60"
"dfsp2","cust170629-2-16-2","PT-cust170629-2-16-2","73100105","customer","9e7b02e4-2ab2-4552-86ba-fc520073d414","dfsp1","cust170629-2-16-1","PT-cust170629-2-16-1","70916507","customer","dfbf7137-397e-4f1c-b73a-3ccc15fab0e0"
"dfsp1","cust170629-2-17-1","PT-cust170629-2-17-1","47847748","customer","be5c96f7-a38e-452f-a77f-b9b190dde2f5","dfsp2","cust170629-2-17-2","PT-cust170629-2-17-2","57847490","customer","cce91d47-cf3f-4efa-b0ad-e3c8b780b3d1"
"dfsp2","cust170629-2-17-2","PT-cust170629-2-17-2","57847490","customer","e01599fb-f637-4aa1-901a-985ad812aea1","dfsp1","cust170629-2-17-1","PT-cust170629-2-17-1","47847748","customer","cd5d5770-1063-42ac-a962-88d6b6be4497"
"dfsp1","cust170629-2-18-1","PT-cust170629-2-18-1","09658535","customer","d2a9cd78-ddb8-4e83-9be8-d46b36b1d393","dfsp2","cust170629-2-18-2","PT-cust170629-2-18-2","88139108","customer","04ea3235-5ef6-4176-9d40-177dd3d82ef2"
"dfsp2","cust170629-2-18-2","PT-cust170629-2-18-2","88139108","customer","ca919e09-c347-45a3-aacd-652c7aae4ab1","dfsp1","cust170629-2-18-1","PT-cust170629-2-18-1","09658535","customer","842b9b3f-9b6e-4867-83a2-f837e354ab37"
"dfsp1","cust170629-2-19-1","PT-cust170629-2-19-1","42413918","customer","c32f692c-fbae-40a5-a43d-38363893b02a","dfsp2","cust170629-2-19-2","PT-cust170629-2-19-2","39195793","customer","73e67093-4b96-42e6-8a20-9aa763ed3cce"
"dfsp2","cust170629-2-19-2","PT-cust170629-2-19-2","39195793","customer","2db7ecbc-b736-46ad-81e3-10cca44c6702","dfsp1","cust170629-2-19-1","PT-cust170629-2-19-1","42413918","customer","293b233c-ec1d-4325-af38-697928174418"
"dfsp1","cust170629-2-20-1","PT-cust170629-2-20-1","12045964","customer","4a96dbcb-dcd6-40bb-a223-8d39ddefae42","dfsp2","cust170629-2-20-2","PT-cust170629-2-20-2","19915984","customer","3535a5f4-e364-4141-b15e-72f05c268c99"
"dfsp2","cust170629-2-20-2","PT-cust170629-2-20-2","19915984","customer","c1ba1d8e-2835-4612-be30-4ef416179333","dfsp1","cust170629-2-20-1","PT-cust170629-2-20-1","12045964","customer","1b296a5f-c355-4523-b81b-39aed734ccde"
"dfsp1","cust170629-2-21-1","PT-cust170629-2-21-1","76043911","customer","c9145bc4-e3ea-474e-893f-63297149d71a","dfsp2","cust170629-2-21-2","PT-cust170629-2-21-2","86693557","customer","dd474111-696f-4529-9f1b-f9785db5107f"
"dfsp2","cust170629-2-21-2","PT-cust170629-2-21-2","86693557","customer","444d8618-50e7-4f69-b4e7-59fab789510d","dfsp1","cust170629-2-21-1","PT-cust170629-2-21-1","76043911","customer","8bc1dfec-fcfd-4d48-b40a-e588a37b11e7"
"dfsp1","cust170629-2-22-1","PT-cust170629-2-22-1","11265068","customer","c92a54bc-e58d-466e-91ce-1f4d8470287c","dfsp2","cust170629-2-22-2","PT-cust170629-2-22-2","48058143","customer","798e6fbb-b98d-4605-b32d-0074d57e8820"
"dfsp2","cust170629-2-22-2","PT-cust170629-2-22-2","48058143","customer","fe2e6b1f-9502-451b-afd5-63e38f9c7da1","dfsp1","cust170629-2-22-1","PT-cust170629-2-22-1","11265068","customer","c8441cb3-ce78-4ad5-b300-743afba88100"
"dfsp1","cust170629-2-23-1","PT-cust170629-2-23-1","12011102","customer","458259bf-25f3-459a-9a32-1dbaebacb35a","dfsp2","cust170629-2-23-2","PT-cust170629-2-23-2","15843392","customer","94e8865c-e7b7-4b3c-a9df-f3e1407f6787"
"dfsp2","cust170629-2-23-2","PT-cust170629-2-23-2","15843392","customer","6ba4e313-808b-4730-94e4-2ac224f4627a","dfsp1","cust170629-2-23-1","PT-cust170629-2-23-1","12011102","customer","2f15e79a-2d81-4907-ac17-dbd455949299"
"dfsp1","cust170629-2-24-1","PT-cust170629-2-24-1","22959411","customer","079e95e7-4a0a-4f36-b84f-b69a4082b7d9","dfsp2","cust170629-2-24-2","PT-cust170629-2-24-2","34363133","customer","9d4ab00d-cb1f-4275-9f64-368f10866811"
"dfsp2","cust170629-2-24-2","PT-cust170629-2-24-2","34363133","customer","03aa08e5-a3f9-4585-aa98-f230caae5645","dfsp1","cust170629-2-24-1","PT-cust170629-2-24-1","22959411","customer","26f728ce-9086-4901-94c5-57a742321dee"
"dfsp1","cust170629-2-25-1","PT-cust170629-2-25-1","05358305","customer","c65f53d9-0c0c-4cea-8e07-723e52055ec7","dfsp2","cust170629-2-25-2","PT-cust170629-2-25-2","18047697","customer","b7939dea-4efd-4569-b4e7-1401a024827b"
"dfsp2","cust170629-2-25-2","PT-cust170629-2-25-2","18047697","customer","c5fc8b5f-2195-416f-bed6-c6a493b8dd73","dfsp1","cust170629-2-25-1","PT-cust170629-2-25-1","05358305","customer","7cb1000a-bc44-4d64-bf47-555fde098967"
"dfsp1","cust170629-2-26-1","PT-cust170629-2-26-1","76072272","customer","6e2e0cbf-e4bf-4445-8d2c-f3397e283eda","dfsp2","cust170629-2-26-2","PT-cust170629-2-26-2","27435885","customer","7a6edcd4-08dc-45c5-b7cc-903d28a87a64"
"dfsp2","cust170629-2-26-2","PT-cust170629-2-26-2","27435885","customer","f745366a-d224-4864-b85c-c9d08d7a475a","dfsp1","cust170629-2-26-1","PT-cust170629-2-26-1","76072272","customer","65dae058-fb49-4ca7-933f-704e0977b22a"
"dfsp1","cust170629-2-27-1","PT-cust170629-2-27-1","26080631","customer","3222edff-8bcb-4215-b59c-06f4a1ee68e8","dfsp2","cust170629-2-27-2","PT-cust170629-2-27-2","63662145","customer","45640e39-89ea-4726-b901-590e2b0661db"
"dfsp2","cust170629-2-27-2","PT-cust170629-2-27-2","63662145","customer","fa3e61a8-e598-462b-96ec-bd9c4a88ac27","dfsp1","cust170629-2-27-1","PT-cust170629-2-27-1","26080631","customer","ce3e432a-c45f-436d-a71b-504d4e6159ad"
"dfsp1","cust170629-2-28-1","PT-cust170629-2-28-1","87933192","customer","709584eb-7c20-43af-a14e-cd061f27c8c0","dfsp2","cust170629-2-28-2","PT-cust170629-2-28-2","17224191","customer","a417b714-d38b-4e7b-b7ba-6c8df6516a7e"
"dfsp2","cust170629-2-28-2","PT-cust170629-2-28-2","17224191","customer","7125c2b6-4b83-4745-aa5b-96e9cd643a28","dfsp1","cust170629-2-28-1","PT-cust170629-2-28-1","87933192","customer","474c430b-d3ac-43f8-bd6c-d687760433c1"
"dfsp1","cust170629-2-29-1","PT-cust170629-2-29-1","31082125","customer","3899a0e2-613d-4840-a193-1e18c977eba7","dfsp2","cust170629-2-29-2","PT-cust170629-2-29-2","74720269","customer","046a9d97-27dc-4c55-afd6-8a20d9594ed4"
"dfsp2","cust170629-2-29-2","PT-cust170629-2-29-2","74720269","customer","58337040-b0b2-4bec-9678-1a26cfefa343","dfsp1","cust170629-2-29-1","PT-cust170629-2-29-1","31082125","customer","82b25c9a-5a31-4686-9cb5-5f45e8485982"
"dfsp1","cust170629-2-30-1","PT-cust170629-2-30-1","81999094","customer","3c0ce847-fc58-443e-9a9f-d2d0e6b03be1","dfsp2","cust170629-2-30-2","PT-cust170629-2-30-2","06870435","customer","f23ec9fe-9b72-4a47-b1d8-1a195d9f68de"
"dfsp2","cust170629-2-30-2","PT-cust170629-2-30-2","06870435","customer","77dc8457-ff25-485a-8cf2-b89fcd817b73","dfsp1","cust170629-2-30-1","PT-cust170629-2-30-1","81999094","customer","2765d1d2-b9b0-4a3d-bbff-766b2ab19d6f"
"dfsp1","cust170629-2-31-1","PT-cust170629-2-31-1","61113001","customer","431e7211-db89-465e-8f15-d071b09966ff","dfsp2","cust170629-2-31-2","PT-cust170629-2-31-2","32451733","customer","8c667f72-f6e3-4f5b-8fb7-2a5f787bc8c1"
"dfsp2","cust170629-2-31-2","PT-cust170629-2-31-2","32451733","customer","d607546e-25c2-44c9-bc1b-7fc074f44cbe","dfsp1","cust170629-2-31-1","PT-cust170629-2-31-1","61113001","customer","6b724ab9-7ad8-42ef-b6a2-679375fb600f"
"dfsp1","cust170629-2-32-1","PT-cust170629-2-32-1","01460767","customer","982253af-a051-4386-b2ac-d7e2aa11f0ed","dfsp2","cust170629-2-32-2","PT-cust170629-2-32-2","22250060","customer","c487f4a7-389b-44ca-a31f-37c897324a4f"
"dfsp2","cust170629-2-32-2","PT-cust170629-2-32-2","22250060","customer","8ae86b17-6f85-4e7e-831d-7e7f103dbd50","dfsp1","cust170629-2-32-1","PT-cust170629-2-32-1","01460767","customer","bda9c83e-8912-46eb-801e-601b815d0779"
"dfsp1","cust170629-2-33-1","PT-cust170629-2-33-1","47533111","customer","e418bf32-94f0-4f24-9527-93b08702071b","dfsp2","cust170629-2-33-2","PT-cust170629-2-33-2","71111223","customer","8a3c7885-217d-4d94-8c1b-589328566a4f"
"dfsp2","cust170629-2-33-2","PT-cust170629-2-33-2","71111223","customer","0997b683-82d5-48ea-98c4-9f5c1347eb25","dfsp1","cust170629-2-33-1","PT-cust170629-2-33-1","47533111","customer","bc93972d-97f9-49dd-bd95-1008dad39a78"
"dfsp1","cust170629-2-34-1","PT-cust170629-2-34-1","02941019","customer","d5accda5-a50c-4ed8-9567-7d0ee4c9afe9","dfsp2","cust170629-2-34-2","PT-cust170629-2-34-2","20299036","customer","de08f84c-5b23-4542-882c-c5599adaa9b4"
"dfsp2","cust170629-2-34-2","PT-cust170629-2-34-2","20299036","customer","c12d5e5b-49d6-4006-8ef2-7f848d2f28fe","dfsp1","cust170629-2-34-1","PT-cust170629-2-34-1","02941019","customer","9d52143d-a56a-49de-899b-f70a4d3abab3"
"dfsp1","cust170629-2-35-1","PT-cust170629-2-35-1","66659091","customer","1074c2e4-9c34-4b4d-9fdf-8abc4213ae8f","dfsp2","cust170629-2-35-2","PT-cust170629-2-35-2","48907965","customer","9c47707a-71d9-439c-8e59-9ca5bd4fd8db"
"dfsp2","cust170629-2-35-2","PT-cust170629-2-35-2","48907965","customer","8ff697a3-c7cc-4fde-9d44-788b0ca8e967","dfsp1","cust170629-2-35-1","PT-cust170629-2-35-1","66659091","customer","922fdf9c-cd6a-4ced-9316-2686c42842ba"
"dfsp1","cust170629-2-36-1","PT-cust170629-2-36-1","13443740","customer","c2ef8620-112c-4949-9fdf-b5a58c88433e","dfsp2","cust170629-2-36-2","PT-cust170629-2-36-2","23950089","customer","a8d438c1-779a-46da-b638-1b27e72cc19a"
"dfsp2","cust170629-2-36-2","PT-cust170629-2-36-2","23950089","customer","160d779d-29d9-4162-bdea-a47ae3c6cbd8","dfsp1","cust170629-2-36-1","PT-cust170629-2-36-1","13443740","customer","5bb9323a-a5d7-4b0e-84d7-60a43e21105c"
"dfsp1","cust170629-2-37-1","PT-cust170629-2-37-1","12036422","customer","bb2123f3-addb-4b72-9d5e-17da968c6caf","dfsp2","cust170629-2-37-2","PT-cust170629-2-37-2","04780524","customer","7a7bb8b7-b1a3-4b07-b268-76564774e900"
"dfsp2","cust170629-2-37-2","PT-cust170629-2-37-2","04780524","customer","1e095edf-2ff4-4acb-9c6d-d3dfb56b69a6","dfsp1","cust170629-2-37-1","PT-cust170629-2-37-1","12036422","customer","73aed531-d74d-49dd-8f71-5f3776adb640"
"dfsp1","cust170629-2-38-1","PT-cust170629-2-38-1","55351476","customer","5dfd1ed1-e024-4c7c-b088-470bec7e1df8","dfsp2","cust170629-2-38-2","PT-cust170629-2-38-2","12864714","customer","2f9bd5b8-0cee-4143-8090-8b19ee550df9"
"dfsp2","cust170629-2-38-2","PT-cust170629-2-38-2","12864714","customer","0a95e7e9-d66d-430a-9c87-81a4abe81cd5","dfsp1","cust170629-2-38-1","PT-cust170629-2-38-1","55351476","customer","341c020f-530d-415f-88e1-0247a02e8125"
"dfsp1","cust170629-2-39-1","PT-cust170629-2-39-1","11479603","customer","a54cd71f-bdb5-4cbc-800d-4d5f7d3fe1d9","dfsp2","cust170629-2-39-2","PT-cust170629-2-39-2","20295994","customer","36e954f3-e473-4b73-abba-fed76e6fd473"
"dfsp2","cust170629-2-39-2","PT-cust170629-2-39-2","20295994","customer","75d5da7a-b6ba-4c3c-8b5c-06d2be339f1e","dfsp1","cust170629-2-39-1","PT-cust170629-2-39-1","11479603","customer","11435204-e031-4519-9e79-af2ace9d5504"
"dfsp1","cust170629-2-40-1","PT-cust170629-2-40-1","05033582","customer","de2264a3-c7ec-4014-bccc-591513021e42","dfsp2","cust170629-2-40-2","PT-cust170629-2-40-2","50731697","customer","ac15c29d-d05a-40d3-a7ca-cfb89112c832"
"dfsp2","cust170629-2-40-2","PT-cust170629-2-40-2","50731697","customer","13b8c742-1513-48e9-83fb-6f5901e100d8","dfsp1","cust170629-2-40-1","PT-cust170629-2-40-1","05033582","customer","172890c2-2d02-43cd-b8b9-4468954e2886"
"dfsp1","cust170629-2-41-1","PT-cust170629-2-41-1","30582229","customer","ff52b196-a6b2-4928-8b36-7cc3fb68a23a","dfsp2","cust170629-2-41-2","PT-cust170629-2-41-2","21561362","customer","cc13f7af-8ff7-4a14-9089-aebe9df05784"
"dfsp2","cust170629-2-41-2","PT-cust170629-2-41-2","21561362","customer","c9075ee6-5e55-4804-af49-d7902ad6b8f2","dfsp1","cust170629-2-41-1","PT-cust170629-2-41-1","30582229","customer","a64c71d7-ff3a-4164-8611-d3eadffac6ce"
"dfsp1","cust170629-2-42-1","PT-cust170629-2-42-1","84129780","customer","b15a2711-f597-4877-a734-3759f5dd92e5","dfsp2","cust170629-2-42-2","PT-cust170629-2-42-2","10265313","customer","3f8b86d4-5d24-4433-a8ae-a8363c8f963e"
"dfsp2","cust170629-2-42-2","PT-cust170629-2-42-2","10265313","customer","b63b1772-3d17-4039-b46e-919158295e27","dfsp1","cust170629-2-42-1","PT-cust170629-2-42-1","84129780","customer","daa551bb-a89b-45cd-ab3f-aeac651781da"
"dfsp1","cust170629-2-43-1","PT-cust170629-2-43-1","02070267","customer","8247e644-b0e7-4783-a306-7dab0cab460f","dfsp2","cust170629-2-43-2","PT-cust170629-2-43-2","38780020","customer","4d6fbf91-d404-49ad-aa98-01b8df86f438"
"dfsp2","cust170629-2-43-2","PT-cust170629-2-43-2","38780020","customer","add50643-8e71-470d-874a-7274218b71f9","dfsp1","cust170629-2-43-1","PT-cust170629-2-43-1","02070267","customer","373e089c-8176-4e8a-a667-ea96d7f12373"
"dfsp1","cust170629-2-44-1","PT-cust170629-2-44-1","99351107","customer","5ac93dfe-0322-478b-8c18-70c8c9cf849b","dfsp2","cust170629-2-44-2","PT-cust170629-2-44-2","11888699","customer","f988e4ab-0f96-4f7e-bdf3-5bab21034964"
"dfsp2","cust170629-2-44-2","PT-cust170629-2-44-2","11888699","customer","a9a80f53-c804-4e9c-9e4f-33e3b5fae47d","dfsp1","cust170629-2-44-1","PT-cust170629-2-44-1","99351107","customer","db5152b3-3721-4086-9da9-04346cf0f879"
"dfsp1","cust170629-2-45-1","PT-cust170629-2-45-1","40380354","customer","f0f3b359-53e4-44e6-b841-03de56127065","dfsp2","cust170629-2-45-2","PT-cust170629-2-45-2","75775529","customer","1ea0a719-0fe9-4735-a9fa-7e2fdc982b14"
"dfsp2","cust170629-2-45-2","PT-cust170629-2-45-2","75775529","customer","bc101f7f-b553-4a16-9553-81684582001a","dfsp1","cust170629-2-45-1","PT-cust170629-2-45-1","40380354","customer","b35be5df-7746-4642-97e9-1c019a0f678c"
"dfsp1","cust170629-2-46-1","PT-cust170629-2-46-1","00976603","customer","696b1dfa-9800-4bda-a359-60b88e584216","dfsp2","cust170629-2-46-2","PT-cust170629-2-46-2","87786104","customer","e369aa04-7b55-4afd-8cef-80d23cc06028"
"dfsp2","cust170629-2-46-2","PT-cust170629-2-46-2","87786104","customer","79c4be7d-8ad6-4e7a-9481-d5745936b0e2","dfsp1","cust170629-2-46-1","PT-cust170629-2-46-1","00976603","customer","72ac73b8-973a-4169-99ff-c56c45a06cbc"
"dfsp1","cust170629-2-47-1","PT-cust170629-2-47-1","50590816","customer","5cf87516-538f-4aae-9f7d-07fbb09d9029","dfsp2","cust170629-2-47-2","PT-cust170629-2-47-2","79662235","customer","58db32c2-5215-4dd0-9553-5eca7b12b992"
"dfsp2","cust170629-2-47-2","PT-cust170629-2-47-2","79662235","customer","8c783c22-be99-4b39-8f66-9a9d9c6dcd2e","dfsp1","cust170629-2-47-1","PT-cust170629-2-47-1","50590816","customer","930f8338-bc4b-49fc-a7f9-734765957b52"
"dfsp1","cust170629-2-48-1","PT-cust170629-2-48-1","95449448","customer","ac09c86f-9b1a-4bfe-a5f4-a268f61e9082","dfsp2","cust170629-2-48-2","PT-cust170629-2-48-2","72823642","customer","88528016-12db-4ca6-bf64-99226efe3c17"
"dfsp2","cust170629-2-48-2","PT-cust170629-2-48-2","72823642","customer","15a7bbf9-d7ed-4525-bf36-781ca63b9e56","dfsp1","cust170629-2-48-1","PT-cust170629-2-48-1","95449448","customer","be5a7e17-2255-41a5-bd83-9c58bdef0deb"
"dfsp1","cust170629-2-49-1","PT-cust170629-2-49-1","86273997","customer","ceeb307f-d6f1-4a7a-be18-94b0a934dcb0","dfsp2","cust170629-2-49-2","PT-cust170629-2-49-2","50731270","customer","f9fcc100-c037-4b33-a045-c5ef6dadda9f"
"dfsp2","cust170629-2-49-2","PT-cust170629-2-49-2","50731270","customer","db6d87c8-19ae-4c01-a16a-bbdf4bee9928","dfsp1","cust170629-2-49-1","PT-cust170629-2-49-1","86273997","customer","6108d4af-0061-499b-9a35-1933355596db"
"dfsp1","cust170629-2-50-1","PT-cust170629-2-50-1","57990150","customer","1b64d447-4463-48f6-aa9d-3048e2e9b76a","dfsp2","cust170629-2-50-2","PT-cust170629-2-50-2","34054353","customer","4273feb2-c1d5-41dc-babc-d0597b4e7846"
"dfsp2","cust170629-2-50-2","PT-cust170629-2-50-2","34054353","customer","bb52d2ab-4d93-4344-b53d-c53e38024aec","dfsp1","cust170629-2-50-1","PT-cust170629-2-50-1","57990150","customer","2903defe-a821-4ac5-8036-a0b070f0e3eb"
"dfsp1","cust170629-2-51-1","PT-cust170629-2-51-1","73317902","customer","060634c4-13e2-417a-ad9f-7b15e62c7266","dfsp2","cust170629-2-51-2","PT-cust170629-2-51-2","21626228","customer","aca2242c-67ec-403e-b848-1bb909419beb"
"dfsp2","cust170629-2-51-2","PT-cust170629-2-51-2","21626228","customer","dee1e59a-84be-4d09-a41e-bf9479d74bc8","dfsp1","cust170629-2-51-1","PT-cust170629-2-51-1","73317902","customer","12930dbd-230e-49d0-8bfd-9777ad9903f4"
"dfsp1","cust170629-2-52-1","PT-cust170629-2-52-1","01472042","customer","2f250485-8d63-411c-9848-5827fb3eef96","dfsp2","cust170629-2-52-2","PT-cust170629-2-52-2","61733323","customer","f9ce5e01-e2ba-4ab0-8114-8536bc9469df"
"dfsp2","cust170629-2-52-2","PT-cust170629-2-52-2","61733323","customer","411d5e55-f3be-4332-8407-93a1f35a2408","dfsp1","cust170629-2-52-1","PT-cust170629-2-52-1","01472042","customer","5967b80d-f2c5-4156-bdef-ff303ff4ba64"
